parent_channel,child_channel,out_deg
Mraviationguy,"['737NGX', 'X-Spot Aviation', 'WWLP-22News', 'Ed']",13
MsMojo,"['SideNote', 'thesphere83']",13
Mullis Partners,"['theytrebel', 'American Film Institute']",13
Mundo Conspiración,"['Raphael Panameno', 'Fernando Egido']",13
Muon Ray,"['Entertainment4u', 'Muon Ray', 'CAPITAN BLACK', 'THG']",13
MusicTalentNow,"['Lukas DiSparrow Vlogs', 'kuyaHD']",13
Musical Meaning,"['TheScreeny', 'Global Facts']",13
Musicroom UK,"[""Kaitlyn O'Neill"", 'Alex Hall']",13
Musikimpulse,"['WDR', 'Musikimpulse', 'basimelia', 'Torsten Sträter - Topic']",13
Mustard,"['HinduCowGirl', ""O'Hare Aviation - Jay's HD Plane Spotting""]",13
MxR Plays,"['Jimmy Carr', 'TheLaughPlanet']",13
My Africa,"['Eyewitness News', 'SABC Digital News', 'SABC Digital News', 'SABC Digital News']",13
My Amazing Life,"['Gawker', 'Asep akbar jaelani']",13
My Story,"['LoverFella', 'ACTUALLY HAPPENED']",13
My Story Animated,"['Teen Stories', 'YouTube Movies']",13
MyDigitalRealm,"['Bored Badger', 'MyDigitalRealm', 'The Royal Family', 'Henry Harold', 'Henry Harold', 'MyDigitalRealm', 'Monarchy Fan', 'Henry Harold', 'MyDigitalRealm', 'MyWorldNewsNetwork']",13
MyHeritage,"['ITV', 'Paternity Court', 'MyHeritage', 'Tameka Jacobs']",13
MyInnerEyeInterview2,"['ZeronAdrian12', 'Neagle', 'STL VHS Vault', 'The Cosmiks']",13
MyJoyOnline TV,"['Despite Media', 'MyJoyOnline TV', 'Official Liezer-Legacy Productions', 'MyJoyOnline TV']",13
MyKamal2012,"['比嘉盛也', 'Karaté Bushido Officiel']",13
MySisDays,"['rajib Explore', 'Primitive Life']",13
MyTalkShowHeroes,"['Coeur de Lion', 'Özgür Mısırlı']",13
MyWorldNewsNetwork,"['Brit Brit', 'benjaminMUFC85']",13
Myles Scott,"['K-State College of Education', 'curmudgeon66']",13
Mystery History II,"['IGN', 'NASA', 'How the Universe Works', 'NASA Goddard']",13
Mystic 11:11,"['MLB', 'JuicyPaul']",13
Mít Tơ Đạt,"['Slayder', 'kla dkad']",13
N N,"['TheRenuens', 'Alex Dorogomiloff']",13
N1,"['N1', 'СРБИН.инфо']",13
NASA,"['Jared Owen', 'NASA', 'NASA', 'Lunar and Planetary Institute', 'Wall Street Journal', 'NASA']",13
NASA Goddard,"['Touch Your Heart', 'Unexplained Mysteries', ""It's Okay To Be Smart"", 'CNN']",13
NASA Jet Propulsion Laboratory,"['Wall Street Journal', 'Go To Space']",13
NBA,"['MLB', 'Gremlin2123321', 'Jimmy Kimmel Live', 'Washington Redskins']",13
NBA Got Game TV,"['Spot Of The Match', 'GÖ-TV']",13
NBA MLB,"['EXE-Edits', 'MLB']",13
NBA Max,"['deermeatfordinner', 'NBA']",13
NBA on ESPN,"['Camundo9', 'RahulPresentsKobe', 'NBA Got Game TV', 'The Crossover']",13
NBC,"['The Daily Conversation', 'The Graham Norton', 'In The Know', 'TheEllenShow']",13
NBC New York,"['60 Minutes', 'CBS News']",13
NBC News,"['PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'MSNBC', 'FOX 10 Phoenix', 'CNN', 'The Tonight Show Starring Jimmy Fallon', 'MSNBC', 'Fox Business', 'The Late Show with Stephen Colbert', 'Sky News', 'Global News', 'Los Angeles Times', 'Fox News', 'NBC News', 'The Late Show with Stephen Colbert', 'Real Time with Bill Maher', 'Real Engineering', 'NBC News', 'NBC News', 'NBC News', 'NBC News', 'CGTN America', 'The Late Show with Stephen Colbert', 'Channel 4 News', 'CBS This Morning', 'C-SPAN', 'Charisma on Command', 'Washington Post', 'NBC News', 'FOX 10 Phoenix', 'Fox News', 'NBC News', 'Vox', 'NBC News', 'CBS This Morning', 'NBC News', 'MSNBC', 'NBC News', 'NBC News', 'NBC News', 'NBC News', 'NBC News', 'NBC News', 'NBC News', 'NBC News', 'NBC News', 'BBC Newsnight', 'Fox News', 'NBC News', 'CBC News', 'CNN', 'DW Documentary', 'NBC News', 'Stanford Graduate School of Business', 'The Late Show with Stephen Colbert', 'CBS News', 'NBC News', 'Breakfast Club Power 105.1 FM', 'The Late Show with Stephen Colbert', 'NBC News', 'Vox', 'MSNBC', 'Face the Nation', 'eNCA', 'VOA News']",13
NBC Sports,"['BBC News', 'BBC News', 'LastWeekTonight', 'Mentour Pilot', 'NBC Sports', 'NBC Sports', 'NBC Sports', 'NBC Sports', 'NBC Sports', 'FloTrack', 'NBC Sports', 'NBC Sports', 'NBC Sports', 'NBC Sports', 'NBC Sports', 'Dan Patrick Show', 'The Late Show with Stephen Colbert', 'Olympic', 'Olympic', 'NBC Sports', 'NBC Sports', 'The New York Racing Association, Inc.', 'NBC Sports', 'NBC Sports', 'BritishSwimming', 'Olympic', 'NBC Sports', 'NBC Sports']",13
NBC4 WCMH-TV Columbus,"['CNN', 'Face the Nation']",13
NBCLA,"[""America's Got Talent"", 'ABC News', 'NBCLA', 'BBC Earth']",13
NBOX R8 full matches,"['truthoutmedia', 'dolver97']",13
NBPL Foundation,"['نورين منير', 'Johnny Miller']",13
NBRbizrpt,"['CNBC Television', 'Fox Business']",13
NDTV,"['MEDIA TODAY TV', 'NDTV']",13
NECSS,"['Muon Ray', 'BiolaUniversity']",13
NEOPOLIS.network,"['The Sun', 'Toronto Public Library']",13
NETNebraska,"['CBS', 'MGSlots 21']",13
NFB,"['Javier Rullan Ruano', 'Baldomir78']",13
NFL,"['CBS News', 'MLB', 'NFL', 'NFL', 'NFL Films', 'NFL Films', 'NFL', 'NFL', 'NFL Films', 'NFL', 'NFL', 'NFL', 'NFL Rush', 'NBC Sports']",13
NFL Films,"['The Rich Eisen Show', 'NFL Films']",13
NFL NEWS TODAY,"['The Rich Eisen Show', 'NFL NEWS TODAY', 'mr bundesteam', 'First Things First: Cris Carter and Nick Wright']",13
NFL Rush,"['EricRayweather', ""Pablito's Way""]",13
NFL Throwback,"['NFL Throwback', 'ESPN']",13
NG Slot,"['SDGuy 1234', 'NG Slot', 'Brian Christopher Extras', 'NG Slot']",13
NIDHI TV,"['Mahaa News', 'journalist sai']",13
NJ Slot Guy,"['Here Be Barr', 'NJ Slot Guy', 'NJ Slot Guy', 'VegasLowRoller', 'NG Slot', 'SDGuy 1234']",13
NJ.com,"['NJ.com', 'News24', 'Univision Noticias', 'MLive', 'SciShow', 'USA TODAY', 'TheDC Shorts', 'CBS', 'OKC Vet HPA', 'NJ.com', 'New Jersey 101.5', 'NJ.com', '11Alive', 'ABC News']",13
NOLA.com,"['CBS News', 'The Verge', 'OpenLearn from The Open University', 'ABC News']",13
NOURISH,"['themadmailler', 'HowToBBQRight']",13
NTN24,"['Fox News', 'Discovery Channel']",13
NTN24 Venezuela,"['CGTN America', 'NTN24']",13
NTV Kenya,"['NTV Kenya', 'NTV Kenya']",13
NTV Live,"['happyclower123', 'ARY News']",13
NYC CNC,"['my mechanics', 'OpenBuilds®']",13
NYU School of Law,"['PSU College Republicans', 'CBS This Morning']",13
NaLac Technique,"['Doug Mason', 'Kenneth Maurseth']",13
Nagualero,"['功食道', 'Nagualero', 'Nagualero', 'Connect Culture', 'My Self Reliance', 'Nagualero']",13
Naick & Kim,"['Female Killers', 'Renata Pereira']",13
Nakay Tv,"['Love God', 'Nakay Tv', 'Nakay Tv', 'Nakay Tv']",13
Naked Science,"['FilmRise Documentaries', 'biointeractive']",13
Nancy Wilson,"['The Late Show with Stephen Colbert', 'Team Coco']",13
Napkin Botany,"['Beaulah Larkin', 'Napkin Botany', 'Kream Machine', 'Television Academy']",13
Narendra Agarwal,"['Aacharya Dharmendra Shastri', 'Grand Dharma Sanmarg']",13
Narendra Modi,"['Narendra Modi', 'Bloomberg TicToc']",13
Nasdaq,"['Tom Ferry', 'GaryVee', 'Paternity Court', 'Paul Caparas']",13
Nashville Public Television,"['DocSpot', 'OCTDC']",13
Nathan Hale Bridger,"['mecha03', 'santacruzkidd']",13
Nathan Rogerson Financial,"['영알남YAN', 'MJ DeMarco']",13
Nathan Watson,"['CNBC', 'PeoplesCo']",13
National Geographic,"['Late Night with Seth Meyers', 'ABC News', 'Exposure Labs', 'Gabriel Traveler', 'National Geographic', 'Smarthistory', 'Timeline - World History Documentaries', 'Saudi Aramco', 'Smithsonian Channel', 'Guardian News', 'PBS', 'National Geographic', 'TODAY', 'CNBC', 'CBC Comedy', 'BBC Earth', 'National Geographic', 'National Geographic', 'National Geographic', 'Take Part', 'CBS This Morning', 'National Geographic', 'Zee News', 'CBS Sunday Morning']",13
National Guard,"['Kyle Gott', 'Military Videos']",13
National Post,"['MichelleRempel', 'CBC News']",13
National Review Institute,"['HooverInstitution', 'National Review Institute', 'CBC News: The National', 'HooverInstitution']",13
Native Media Network,"['Where are they now', 'Native Media Network']",13
Natural Life TV,"['Food Travel KH', '小青家常美食']",13
Neal,"['Financial Times', 'Top Gear']",13
NeeP,"['CareyHolzman', 'errin manliclic']",13
Nellis Spotter,"['Nigel Woolley', 'SuperCars, HyperCars Enthusiast 0f Las Vegas!!!!']",13
Neo Tv Network - Official,"['Neo Tv Network - Official', 'Sabir Shakir', 'GNN', 'Unlimited Fun', 'Neo Tv Network - Official', '92 News HD UK']",13
NeoScribe,"['Stanford ENERGY', 'MIT Club of Northern California']",13
Neotorious Cruises,"['CruiseMiss', 'OmanDrydock']",13
Nephew Tommy,"['SuchIsLifeVideos', 'PsimoesWeb Comedy', 'Nephew Tommy', 'Ajam khan']",13
Nerdwriter1,"['Andrewshadowy', 'San Yana']",13
Nerf Show,"['Аид [VyacheslavOO]', 'Жизнь Виа']",13
Nesaldus,"['Wilson Sy', 'SWISHOUT']",13
Neural Mantra,"['PewDiePie', 'Les Bro']",13
Nev Campbell,"['John Bunn Redeemed Productions Wedding Videography', 'noah balcombe']",13
New Atlantis Full Documentaries,"['New Atlantis Full Documentaries', 'Angga Candra', 'New Atlantis Full Documentaries', 'New Atlantis Full Documentaries', 'worldfromaboveHD', 'HomeTeam History']",13
New Beginnings,"['Trinity Church Cedar Hill', 'Trinity Church Cedar Hill']",13
New Economic Thinking,"['FRESH Speakers', 'New Economic Thinking', 'Sprott Media', 'Politics and Prose']",13
New England One,"['Washington Post', 'mujkocka']",13
New England Patriots,"['Pylon Sports', 'New England Patriots']",13
New Just For Laughs Gags,"['Mr SunY', 'MrJustforHumor']",13
New Tamil Movies,"['PS NAM TAMIL MOVIES', 'Cinecurry Tamil Music']",13
New York Magazine,"['Chelsea', 'VTV Go']",13
News 19 WLTX,"['Trevor Noah', 'The Tonight Show Starring Jimmy Fallon', 'CBS', 'News 19 WLTX']",13
News 5 Cleveland,"['ABC News', 'News 5 Cleveland']",13
News Bloopers,"[""Britain's Got Talent"", 'NewsFunnies']",13
News Worthy,"['Techmoan', 'NowThis News']",13
News18 India,"['News18 India', 'News18 India', 'News18 India', 'News18 India', 'ABP NEWS HINDI', 'News18 India', 'News Views', 'News18 India']",13
News24,"['SPIKE', 'Northwest Arkansas Democrat-Gazette', 'BBC News Africa', 'SABC Digital News']",13
News5Everywhere,"['Raffy Tulfo in Action', 'Rappler']",13
NewsBall TV,"['Lewis Anderson', 'Mike Amor']",13
NewsNowSeattle,"['SGV NEWS FIRST', 'Indiana Transparency News']",13
Newsflare,"['aleutiandream', 'Trent Holmes', 'Real Wild', 'Newsflare']",13
Newsmax TV,"['Maybach Exelero', 'Newsmax TV', 'Washington Week', 'MSNBC']",13
Nexi Tech,"['Filament Forge', 'Gasolin1']",13
Next 9NEWS,"['GreatestKooraHD', 'Ohio Attorney General']",13
Nguyễn Trang Linh,"['Fox Business', 'NBC News', 'Gökhan Official', 'susi Kid']",13
Nic & Andrea Hills,"['Nic & Andrea Hills', 'Nic & Andrea Hills', 'Clarity Coaching - Transforming Lives', 'Nic & Andrea Hills']",13
Nick Hotson,"['IOSStudios', 'TheFlightChannel']",13
Nick Jr.,"['Peppa Pig - Official Channel', 'Moonbug Kids - Cartoons and Kids Songs']",13
Nicki Swift,"['Nicki Swift', 'Vera Ryzhik', 'TheTalko', 'Talltanic', 'Abishua Abishur', 'Nicki Swift', '#Mind Warehouse', 'Maria Menounos', 'Nicki Swift', 'Tempt']",13
Nico Rosberg,"['LoveJT8D', 'WTF1']",13
Nicole Sandler,"['NBC News', 'PBS NewsHour']",13
Nigel Harper,"['Austin Davis Holiday', 'American Rail Club']",13
Nigel Woolley,"['steadykam', 'prayong64', 'Tonkatsu298', 'Nigel Woolley']",13
NightHawkInLight,"['Survival on the SKinney', 'Alan Howell']",13
NikelaWildlife,"['David B', 'Safari Chey']",13
NileRed,"['Mormo Zine', 'KleshGuitars']",13
Nina Hill,"['Rick Steves Travel Talks', 'Euro Trotter']",13
Nine News Australia,"['BBC News', 'BBC News', 'The Telegraph', 'Nine News Australia', 'CNA', 'CNN']",13
Ninja Training TV,"['Kenshin Ryu Karate Do', 'Melbourne Ri Chu Kung Fu and Jeet Kune Do Academy']",13
Nirakar,"['Johnny Carson', 'talkRADIO']",13
No Jumper,"['Cha Cha Mystique', 'No Jumper', 'Culture Of Music', 'Power 106 Los Angeles']",13
NoNiCKN4ME,"['Joseph Paul', 'serpedaus']",13
Nobel Prize,"['Merv GriffinShow', 'The Daily Conversation', 'LVTV', 'NBC News']",13
Nobody Touches Jordan,"['Basketball Examined', 'M1GUEL94']",13
Nok Freeway,"['Rinaldo Tenório', 'อามธรรม : ArmDhamma']",13
Nomadic Woodsman,"['TheWildYam', 'Nomadic Woodsman']",13
Norsk Hydro,"['MP Dragon', 'Chula Vista Clean & Green']",13
Northernlion,"['Northernlion', 'Northernlion', 'Northernlion', 'The King of Random', 'Northernlion', 'Games Done Quick', 'Northernlion', 'Northernlion', 'Northernlion', 'Northernlion']",13
Northrop Grumman,"['NASA', 'Dragon029', 'aeronut2', 'NBC News']",13
Now I've Seen Everything,"['Top 10 Zone', 'Rogier Kerkhoven']",13
Now You Know,"['Autogefühl', 'Doug DeMuro', 'WC SciFi', 'Now You Know']",13
NowThis News,"['Late Night with Seth Meyers', 'FOX 10 Phoenix', 'Timeline - World History Documentaries', 'Comic Relief: Red Nose Day', 'Mark Rober', 'CGTN America', 'Purana Hindustan', 'The View', 'MSNBC', 'Charisma on Command', 'karina goad', 'CBS Evening News', 'Kurzgesagt – In a Nutshell', 'NowThis News', 'NowThis News', 'NowThis News', 'NowThis News', 'NBC News', 'NowThis News', 'CNN', 'NowThis News', 'NowThis News', 'NowThis News', 'NowThis News', 'NowThis News', 'NowThis News']",13
NowThis World,"['SideNote', 'worldfocusonline']",13
Nowhere Man,"['DTTV Studios', 'krzysztof223']",13
Numberphile,"['Numberphile', 'Albert Hwang', 'Numberphile', 'Cracking The Cryptic']",13
"O, The Oprah Magazine","['Glamour', 'BuzzFeed Celeb']",13
O.C.TileGuy,"['PBS', 'Power 106 Los Angeles']",13
ODE,"['Cesar Millan', 'theytrebel']",13
OKC Vet HPA,"['NewsNowSeattle', 'Danny Crabtree', 'OKC Vet HPA', 'OKC Vet HPA', 'Carolina In Fort Worth', 'jaime andrade']",13
OLAF treasure hunting & metal detecting diver,"['USMiner', ""JD's Variety Channel""]",13
ON POINT TALK with Carlette Christmas,"['Sister Circle TV', ""Author's Voice""]",13
OSSA,"['TheConcludingChapterofCrawford', 'ABC News']",13
OSSA'm Movies,"['TODAY', 'Blu-ray Extras']",13
OWN,"['60 Minutes Australia', '60 Minutes Australia', '60 Minutes Australia', 'OWN', 'MIND TWISTER', 'sakem tranquillo', 'WorldTastic', 'Mark Rober', 'Madde Bey', 'OWN', 'Barcroft TV', 'Dr. Phil', 'Dr. Phil', 'jeffsabu', 'jeffsabu', 'OWN', 'Barcroft TV', 'James Charles', 'karina goad', 'mlucci96', 'OWN', 'OWN', 'OWN', 'OWN', 'OWN', 'Spot Of The Match', 'TheObamaDiary.com', 'OWN', 'Memphis Wright', ""America's Got Talent"", 'OWN', 'OWN', 'The Housley Life', 'Idol Philippines', 'Americans Channel', 'OWN', 'OWN', 'Gary Zukav', 'OWN', 'Aziz Bin Thani', 'OWN', 'Steve TV Show', 'OWN', 'The Official Steve Harvey', 'Abinaya Rajendran', 'OWN', 'OWN', 'For Better or Worse 2019 FULL EPISODES', 'For Better or Worse 2019 FULL EPISODES', 'Defend A Child', 'OWN', 'kev mc', 'OWN', 'OWN', 'Paula Deen', 'OWN', 'OWN', 'acousticjulie', 'OWN', 'Andy Jame', ""The Lion's Den"", 'Steve TV Show', 'Paternity Court', 'OWN', 'Strahan and Sara', 'OWN', 'BAZU TV', 'OWN', 'OWN', 'OWN', 'WLWT', 'Brian Hagen', 'Brian Hagen', 'Brian Hagen', 'OWN', 'Nicki Swift', 'KandiOnline', 'OWN']",13
Obsessive Fan,"['Fergufool', 'bgrhubarb']",13
Oddity Odysseys,"['TVR Exploring', 'Top-5 Top-10', 'Quest TV', 'Oddity Odysseys', 'Oddity Odysseys', 'Oddity Odysseys']",13
Off The Ball,"['THE ROAD CHAMPIONS', 'Off The Ball']",13
Offical Offical,"['Hoa Nắng Ngọc', 'naka koji', 'naka koji', 'Paternity Court', 'Offical Offical', 'Offical Offical', 'The Real Daytime', 'G.G HOLIC', 'naka koji', 'naka koji']",13
Official Pink Panther,"['Official Pink Panther', 'Official Pink Panther', 'Official Pink Panther', 'Kids Fun Time', 'Official Pink Panther', 'Official Pink Panther', 'Official Pink Panther', 'Official Pink Panther']",13
Official Steven Furtick,"['خليجية', 'Rivers In the Desert']",13
Official W5,"['East Idaho News', 'Rick H', 'Official W5', 'USA TODAY', 'ABC Science', 'SBS Dateline', 'The New York Times', 'CBC News']",13
OfficialAITLive,"['Channels Television', 'Channels Television']",13
OldChuckie,"['Kopi Craftwork', 'FSAU']",13
Oliver BAIER,"['Coeur de Lion', 'Darklordabc']",13
Olle Nordell,"['aavichai', 'flansam01']",13
Olympic,"['Olympic', 'Olympic', 'Olympic', 'Olympic', 'Olympic', 'Olympic']",13
Omar Gen,"['Herald Institute Media', 'ben02421']",13
OnePath,"['Sadhguru And', 'The Inner Flame']",13
Onet Rano,"['Onet Rano', 'Tkaczykowski', 'JASNOWIDZ Krzysztof Jackowski Official', 'Polsat']",13
Onnit,"['Direct To The People', 'Dan Lok']",13
Open Talk,"['Mahaa News', 'Open Talk', 'Myra Media', 'Open Talk']",13
OpenBuilds®,"['my mechanics', 'Phuc Nguyen']",13
OpenLearn from The Open University,"['Mega Disasters', 'BoogieFinger']",13
Opie Radio,"['PowerfulJRE', 'Opie Radio']",13
Ora News Emisione,"['kujto al', 'Ora News Emisione', 'Top Channel Albania', 'Ora News Emisione']",13
Oradelciclismo,"['Jesse-X', 'FACE Cycling']",13
Orangutan Outreach ~ redapes.org,"['aleutiandream', 'wccctv']",13
Oren Klaff,"['JFK Assassination History', 'Oren Klaff']",13
Oriental Institute,"['Isas Departmental', 'Oriental Institute']",13
Origins Explained,"['TAMIL ULTIMATE', '4 Ever Green']",13
Os Pingos nos Is,"['Os Pingos nos Is', 'Jovem Pan News', 'Os Pingos nos Is', 'Os Pingos nos Is', 'Morning Show', 'Morning Show', 'Jornal da Record', 'Os Pingos nos Is', 'Pânico Jovem Pan', 'Jovem Pan - 3 em 1']",13
Oscars,"['J.D. Funari', 'Tw!LL!e', 'CoEvi Session', 'WWE', 'LettermanTV', 'American Film Institute', 'LIVEKellyandRyan', 'Erik McKay', 'Oscars', 'davytriumph', 'FilMagicians', 'AwardsShowNetwork', 'American Film Institute', 'Don Giller', 'Oscars', 'American Academy of Achievement', 'Daze with Jordan the Lion', 'lasbugas', 'American Film Institute', 'vipercookie3']",13
Otiss Machines,"['Machinery Presents', 'Pavel Surma']",13
Our Ludicrous Future,"['IGN', 'Our Ludicrous Future']",13
Our Mysterious World,"['Top 5 Unknowns', 'Our Mysterious World', 'KHON2 News', 'JukinVideo', 'MinnesotaSaint', 'kshizzle27']",13
Our Only Hope,"['Our Only Hope', 'Princess Bola Adelani', 'Prince of Peace', 'Rivers In the Desert']",13
Out of the Woods,"['Matthew Cremona', 'Out of the Woods']",13
Overcast,"['Strombo', 'EllenLDegeneres']",13
Ovid,"['Jimmy Carr', 'WILTY? Nope!', 'Marc Swayne', 'Ovid']",13
Owen Benjamin,"['HooverInstitution', 'IGN']",13
Oxford Online English,"['Learn English with EnglishClass101.com', 'Sleep Learning']",13
OxfordUnion,"['Channel 4 News', 'FOX 10 Phoenix', 'BBC HARDtalk', 'BBC HARDtalk', 'FORMULA 1', 'CNBC Television', 'OxfordUnion', 'OxfordUnion', 'ABC News (Australia)', 'OxfordUnion', 'OxfordUnion', 'Valuetainment', 'BiolaUniversity', 'The Economic Club of Washington, D.C.', 'Time Life', 'Space & The Universe HD', '92nd Street Y', 'The University of Chicago', 'LBC', 'OxfordUnion', 'Marina Bay Sands', 'JOE']",13
Oyerepa fm,"['Aunti Naa TV', 'Oyerepa fm']",13
P Kumar,"['PrAsAnNa kUmAr', 'TV9 Telangana']",13
PAL 6363,"['Online Documentaries', 'NFL']",13
PBJPRODUCTIONSTUDIOS,"['Pulptastic', 'ginomirandadouglas']",13
PBS,"['BBC News', 'The Tonight Show Starring Jimmy Fallon', 'CBS This Morning', 'PBS']",13
PBS America,"['Blu-ray Extras', 'Ahmad Sidiiq']",13
PBS Eons,"['BuzzFeedVideo', 'PBS Eons', 'UnchartedX', 'PBS Eons', 'PBS Eons', 'PBS Space Time', 'PBS Space Time', 'PBS Eons', 'ExtermCentral', 'milos velja']",13
PBS Infinite Series,"['TheWacky', 'The Royal Institution']",13
PBS NewsHour,"['LBC', 'Fox News', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'Fox Business', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'Fox News', 'Fox News', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'LastWeekTonight', 'LastWeekTonight', 'LastWeekTonight', 'PBS NewsHour', 'HooverInstitution', '60 Minutes Australia', 'PBS NewsHour', 'Face the Nation', 'PBS NewsHour', 'PBS NewsHour', 'USA TODAY', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'MSNBC', 'MSNBC', 'MSNBC', 'PBS NewsHour', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'Late Night with Seth Meyers', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'Fox News', 'CNN', 'PBS NewsHour', 'CNN', 'Maybach Exelero', 'PBS NewsHour', 'Trevor Noah', 'Trevor Noah', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'Fox News', 'Washington Post', 'The Late Show with Stephen Colbert', 'The Late Show with Stephen Colbert', 'Jared Owen', 'Gordon Ramsay', 'FOX 10 Phoenix', 'The Late Show with Stephen Colbert', 'The Late Show with Stephen Colbert', 'MSNBC', 'C-SPAN', 'Exposure Labs', 'Guardian Supporters', 'PBS NewsHour', 'Fox Business', 'PBS NewsHour', 'The Official Steve Harvey', 'Fox News', 'AL.com', 'CNN', 'CNN', 'Happen Films', 'PBS NewsHour', 'LastWeekTonight', 'CNN', 'The Daily Show with Trevor Noah', 'CGTN Africa', 'Fox Business', 'USA TODAY', 'C-SPAN', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'Channel 4 News', 'The Daily Show with Trevor Noah', 'CNN', 'TED-Ed', 'Bloomberg TicToc', 'MSNBC', 'PBS NewsHour', 'Fox Business', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'CNN', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'Fox Business', 'CNN', 'PBS NewsHour', 'Guardian News', 'PBS NewsHour', 'PBS NewsHour', 'Saturday Night Live', 'Washington Post', 'FOX 10 Phoenix', 'CBS Sunday Morning', 'Pawn Stars', 'Pawn Stars', 'PBS NewsHour', 'PBS NewsHour', 'Senator Ben Sasse', 'Senator Ben Sasse', 'Fox News', 'Fox News', 'OpenLearn from The Open University', 'OpenLearn from The Open University', 'AJ+', 'Washington Week', 'NBC News', 'PBS NewsHour', 'CNN', 'MSNBC', 'Guardian News', 'Official W5', 'PBS NewsHour', 'PBS NewsHour', 'Fox News', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'CBC News: The National', 'PBS NewsHour', 'VOA News', 'PBS NewsHour', 'PBS NewsHour', 'Fox News', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'USA TODAY', 'The Daily Show with Trevor Noah', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'MoneyWeek', 'Fox News', 'TED-Ed', 'Congressmember Karen Bass', 'CNN', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'Fox News', 'Senator Ben Sasse', 'deermeatfordinner', 'Fox News', 'ABC News (Australia)', 'BBC Earth', 'Reserve Channel', 'Forbes', 'BBC Newsnight', 'PBS NewsHour', 'CBC News: The National', 'Mid-South Outdoor Life', 'The 700 Club', 'PBS NewsHour', 'Fox News', 'C-SPAN', 'CNN', 'Bloomberg Markets and Finance', 'CBS This Morning', 'Late Night with Seth Meyers', 'OxfordUnion', 'Fox Business', 'CBS News', 'Fox News', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'ABS-CBN News', 'Michael Porte', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'ESSENCE', 'CNN', 'BBC HARDtalk', 'PBS NewsHour', 'PBS NewsHour', 'PBS NewsHour', 'CNN Business', 'CNN Business', 'PBS NewsHour']",13
PBS Space Time,"['ElectroBOOM', 'TVO', 'DTTV Studios', 'gavinwince', 'gavinwince', 'gavinwince', 'PBS Space Time', 'EverythingApplePro', 'American Museum of Natural History', 'American Museum of Natural History', 'Hagna Channel', 'The Economist', 'Touch Your Heart', 'TED', 'PBS Space Time', 'PBS Space Time', 'PBS Space Time', 'The Universe']",13
PEACH EAT LAEK,"['PEACH EAT LAEK', 'El Clasico', 'PEACH EAT LAEK', 'Yimnoi yimyai', 'ฟ้ามีตา', 'PEACH EAT LAEK']",13
PERFECT LIFE,"['PERFECT LIFE', 'Allec Joshua Ibay', 'Terry Sr', 'Top Extract']",13
PFI Speed,"['CarsandCameras', 'PFI Speed', 'PFI Speed', 'Tanel K.']",13
PGA TOUR,"['MLB', 'PGA TOUR']",13
PHD Troll,"['PHD Troll', 'Top 5 Bi An', 'PHD Troll', 'Ăn Ngủ Bóng Đá']",13
PHIL EXPLORER,"['mindanao fishing adventures and travel', 'Outdoor adventure']",13
PHILA TV,"['Lauris Kasiakas', 'Logan Allec']",13
PHubb,"['Brain Bar', 'iqsquared']",13
PINK UZIVO,"['espreso.rs', 'Senad Senci']",13
PITBULLRACE,"['Joseph Vincent', 'The Cure 🏀']",13
PIXEL GAMES,"[""Frégate L'Hermione"", 'Cape Falcon Kayak']",13
"PLTCOL BONIFACIO L BOSITA, RSAP","['Target on air ORIGINAL', 'PinoyMotorsiglo']",13
